main,symptoms,diabetes,tell,may,treat,bruxism,cause,stroke
0.020091,0.01982,0.0031765,-0.047612,0.074794,0.0025454,0.070239,0.069282,0.021652
-0.022165,-0.0017987,0.039656,-0.11441,-0.040484,-0.011442,0.045889,0.042931,-0.043816
0.15268,0.082545,0.044775,0.081031,0.57241,0.1099,-0.020963,0.10476,0.037404
-0.05211,0.001807,0.0359,0.00662,0.037274,0.046437,0.019362,-0.075489,0.063039
-0.16499,-0.074722,-0.031462,0.010536,-0.072415,-0.099014,-0.073965,-0.12181,-0.037375
0.090151,-0.075075,0.020656,0.039793,-0.0053433,-0.0012965,-0.012419,0.026041,0.043493
-0.01327,0.017767,0.031937,-0.098262,-0.058027,-0.07037,0.022238,0.0064622,7.4244e-05
-0.022942,-0.016876,0.02935,0.042354,-0.016397,-0.0056826,-0.072992,0.041978,-0.0077397
0.0099888,0.051294,0.017455,-0.031845,-0.045549,0.052359,0.077099,-0.019811,-0.070566
-0.004796,0.041222,0.054682,-0.011389,0.003646,0.0014765,0.03295,-0.054847,0.084794
0.13087,-0.053469,-0.088277,-0.085431,-0.11947,-0.10098,-0.0026067,-0.079029,0.020269
-0.0033307,0.049266,0.076781,0.02945,0.0090624,0.053119,-0.013432,0.064023,0.011401
0.03412,-0.088508,0.073337,0.082326,-0.037478,0.0068615,0.050895,-0.046097,-0.048949
0.0262,-0.04592,-0.11387,0.090388,-0.1078,-0.055758,-0.083518,-0.10511,-0.09995
0.046775,0.016149,-0.0062888,0.0095572,-0.009612,0.037655,-0.017919,-0.05763,-0.027565
-0.048511,0.0007033,0.011614,0.039369,0.081458,0.029259,-0.017716,0.011537,-0.088609
-0.0037277,-0.058014,-0.01235,0.00046622,-0.084611,0.026663,-0.055186,-0.062664,-0.00532
0.034387,0.010967,-0.086803,-0.028289,0.066573,0.020008,-0.0010378,0.015586,-0.011644
0.026993,-0.045232,-0.037882,0.03135,-0.056989,-0.014447,0.0059607,0.066629,-0.014192
-0.031795,0.0023761,-0.054739,0.025574,0.0064756,-0.056231,0.016644,-0.040961,-0.18402
0.036276,-0.061352,0.0248,-0.023619,0.037821,0.0041022,-0.065733,0.026582,-0.020974
0.021028,-0.011803,-0.030518,-0.0093118,0.079306,0.022617,-0.065573,0.043878,0.05252
-0.035333,-0.049355,-0.031324,-0.059609,-0.04172,-0.030062,-0.028171,-0.019726,0.045906
0.036911,0.017416,0.025793,-0.035632,0.021868,0.0021088,-0.026473,0.059584,0.023749
0.016443,0.0091787,0.033827,-0.036875,-0.050845,-0.062316,0.056617,0.0087219,0.0027744
-0.0014259,0.045556,-0.019785,0.0107,-0.014309,0.024275,0.050409,-0.02796,0.052985
0.10896,0.050429,0.07814,0.070688,0.0018397,0.069523,0.049653,0.069839,0.089941
-0.046859,-0.040965,0.027532,0.018612,0.065854,-0.059786,0.0024273,0.012305,0.053378
-0.036563,-0.093411,-0.1017,-0.063662,-0.018101,-0.038045,-0.088032,-0.017635,-0.1217
-0.087288,-0.03716,-0.061367,0.09082,-0.12202,0.008447,-0.014492,-0.0018783,-0.076632
0.053556,-0.069033,-0.019153,-0.0062089,0.00045799,-0.030422,-0.071387,-0.041321,0.050326
0.056181,0.080495,0.061762,0.068931,0.013939,0.086477,-0.018149,-0.029143,0.0019757
0.051227,0.032363,-0.10076,0.0075878,-0.017833,-0.0074981,-0.025169,-0.014219,0.029695
0.033406,-0.029127,-0.0015714,-0.0099795,0.032682,0.038895,-0.050725,-0.029139,-0.079171
-0.056956,-0.0085983,0.040195,0.025784,-0.041913,0.0408,0.011755,-0.0072903,-0.012522
0.025952,0.087305,0.03611,0.0045381,0.040332,0.058942,0.026538,-0.017082,-0.0074045
0.0059119,-0.086951,-0.083712,-0.098368,0.043815,-0.13628,-0.035671,-0.096553,-0.069992
-0.0068945,0.048926,-0.025461,0.072303,-1.3958e-05,0.038934,-0.010349,0.021425,-0.059395
0.12634,0.090536,0.10239,0.24079,0.22852,0.10574,0.10384,0.093731,0.085112
-0.036699,-0.081989,-0.059519,0.07096,0.047265,-0.011011,-0.013028,0.027131,0.020464
-0.042576,0.015274,0.034156,-0.011331,0.038009,0.038572,-0.02054,-0.079265,0.063965
0.020669,0.053647,-0.089697,-0.010612,0.068266,-0.0019326,0.013561,0.057881,-0.026027
0.16185,0.032394,-0.012399,0.14318,0.28421,0.032047,0.026489,0.046023,-0.040228
0.04327,-0.13873,-0.087825,-0.23913,-0.25588,-0.14173,-0.16463,-0.062486,-0.054036
0.033883,-0.013194,-0.0049167,-0.0087667,-0.0064382,-0.083516,0.068261,-0.0085217,-0.05191
0.012375,0.030763,-0.030114,0.037534,0.0033168,-0.064956,-0.016664,-0.00048074,-0.065113
0.039147,0.023716,0.0023453,0.010623,0.021031,0.019475,0.078309,0.0051332,-0.039602
-0.0040106,0.038411,-0.055896,-0.044158,-0.001096,-0.011426,0.011485,0.099028,0.032329
-0.059361,0.052129,0.0065523,-0.0066087,-0.0035618,-0.036006,0.01906,0.046085,0.042222
-0.019248,0.042458,0.018431,-0.031999,-0.04892,-0.0070729,0.014664,0.016398,0.0014974
0.060332,0.012151,0.02649,0.092041,0.039996,0.02597,-0.014169,0.017128,0.014439
-0.19755,-0.12626,-0.11635,-0.1512,-0.13234,-0.20609,-0.14424,-0.23143,-0.1151
0.10563,0.044992,0.0084565,0.045819,0.051961,0.12872,-0.024064,0.079397,0.094802
-0.046314,-0.092452,-0.0413,-0.055871,0.041299,0.049301,-0.078203,0.013645,-0.060532
-0.020976,-0.08311,-0.067323,-0.064659,0.12236,-0.041538,0.028147,0.018898,0.049875
0.025138,0.061832,-0.02204,0.096469,0.0095129,0.034596,0.095823,0.054147,0.019139
0.030081,0.023782,0.019652,-0.021272,0.033341,-0.061737,0.088885,0.066095,-0.091656
0.014175,0.079715,-0.018757,0.026856,0.060774,0.076728,0.035257,0.071292,-0.00059969
0.029693,-0.020991,0.019001,-0.0063262,-0.038785,-0.032013,0.011283,-0.013215,0.012452
0.051887,-0.1035,-0.13777,-0.024023,-0.0035042,-0.014504,-0.029668,-0.041183,-0.099764
-0.020078,-0.040247,-0.036001,0.022049,-0.3243,-0.023604,-0.064518,-0.01371,-0.094432
0.23412,0.065525,0.11584,-0.063879,-0.13535,0.02039,0.061983,0.0569,0.13577
-0.0966,0.054499,-0.013069,-0.027053,0.036057,0.038143,0.061369,0.042857,-0.036181
-0.086671,0.063373,0.041235,0.035464,0.21807,0.10194,0.052144,0.031525,0.072012
0.0013644,0.010622,0.086084,-0.0018401,0.0034669,0.12571,0.0070508,-0.023761,0.13019
-0.10751,0.093364,0.087937,-0.06186,-0.16031,0.042276,0.14516,0.10258,0.080295
0.053577,0.021767,0.049967,-0.13877,-0.025092,0.14174,0.030564,-0.014392,0.021705
-0.058807,0.013987,-0.018919,0.015164,-0.0060045,-0.0056889,0.00074281,-0.018172,0.039086
0.06175,0.056062,0.0056113,-0.014522,0.010674,0.024908,-0.00079795,0.011152,-0.023218
0.041288,-0.0663,-0.048303,-0.0071099,-0.0090193,-0.08628,-0.0018317,0.065749,-0.025264
-0.0091621,-0.051843,-0.068572,0.020317,-0.1041,-0.013357,-0.035778,-0.11191,-0.086626
0.05538,-0.022747,-0.064198,0.050465,-0.057629,0.0025634,-0.035827,-0.0049089,-0.12732
-0.01151,-0.00011605,-0.055827,-0.064539,-0.049898,-0.0020696,0.027332,-0.040069,-0.12228
-0.049556,-0.023432,-0.04351,0.025984,-0.0047278,-0.025224,-0.10125,-0.080298,-0.065785
0.1408,0.092042,0.061864,0.14229,0.13989,0.13186,0.032636,0.14245,0.10835
0.019517,0.091469,-0.0087322,0.095051,-0.070561,-0.01994,0.0058206,0.041399,-0.022465
0.015741,0.071888,0.074255,-0.041214,-0.049313,0.050417,-0.038839,0.013211,0.030528
-0.0019833,-0.024561,0.0006187,-0.0020278,0.12108,0.0093147,-0.012527,0.0058384,0.078915
0.11216,0.047686,0.075295,0.15677,0.14398,0.13105,0.11581,0.12783,0.065146
0.071272,0.02118,-0.015511,-0.031931,-0.05868,-0.045297,-0.020392,-0.044192,0.084948
-0.092792,-0.031676,-0.060998,0.055949,-0.011093,0.040193,-0.010675,-0.055114,0.00017989
0.023605,0.032028,-0.045042,0.068277,0.031155,-0.036184,0.076347,-0.017403,-0.028335
-0.11657,-0.034988,-0.043444,-0.24095,-0.1527,-0.067255,-0.071185,-0.12622,-0.11146
-0.077895,-0.092157,-0.05019,-0.26546,-0.11062,-0.080691,0.0046246,-0.18112,-0.028159
-0.028192,-0.0086243,-0.00094233,-0.022714,0.04684,-0.046138,-0.031824,-0.052797,-0.1055
-0.0047826,0.063234,0.032705,0.12,0.076285,0.14904,0.055361,0.049087,0.054405
-0.0080441,-0.0069416,0.1266,0.039936,0.0078812,0.038562,0.060694,-0.026717,-0.0027284
-0.02325,0.054114,0.00085667,0.019174,0.026466,-0.041409,0.010424,-0.011922,-0.045869
-7.7999e-05,-0.061923,0.063198,-0.055026,-0.016733,0.043418,0.0092635,-0.0051707,-0.037952
-0.055005,0.065503,0.030807,0.052419,0.062963,0.035682,0.013189,-0.0061692,0.0060175
0.011917,-0.026842,-0.0014581,-0.022463,-0.060006,-0.035758,-0.00025124,-0.073745,0.022256
0.12027,-0.0022894,0.02604,0.28053,0.27913,0.19781,0.013753,0.14801,0.089602
0.048369,0.010102,-0.064053,-0.016333,-0.0085749,-0.00058287,0.038048,-0.0077492,-0.025309
-0.055311,-0.029297,0.012385,0.022885,-0.090926,0.022653,-0.081915,-0.03411,-0.10341
0.0086017,-0.04491,-0.070348,0.025562,0.01727,-0.014207,-0.041408,0.016841,0.016876
-0.28979,-0.032668,0.015389,-0.18915,-0.10363,-0.14954,-0.037843,-0.19069,-0.073429
0.045535,0.049854,0.098561,-0.054672,0.0062981,0.038972,0.046644,0.04357,0.0046591
-0.021632,0.035622,0.060168,0.022804,0.032828,0.041555,-0.0044751,0.040976,0.030574
0.042186,-0.046708,-0.022463,0.053273,-0.012258,-0.027468,-0.042924,0.016327,0.028903
0.045887,-0.017247,0.04343,0.03731,0.042849,-0.0012577,0.018513,-0.0064393,0.088262
0.034882,-0.01743,0.013361,-0.059753,-0.075609,-0.032082,-0.055624,-0.045268,-0.027344
-0.023536,0.012276,-0.031947,0.096341,-0.02523,-0.030363,-0.050899,-0.040179,-0.029391
0.046307,0.095141,0.018721,-0.0001171,0.0017727,0.034736,0.11128,0.064992,0.034087
-0.0071165,0.059979,0.0062217,0.0063694,0.050658,-0.0095614,0.031736,0.044234,0.0008492
0.028819,6.4466e-05,-0.092936,0.0041991,0.047514,0.12147,-0.051007,0.047453,0.0044365
-0.0066693,-0.025892,0.007034,0.020746,-0.010012,-0.013023,0.01783,-0.023071,0.054023
-0.007543,-0.014011,-0.0098063,-0.067233,0.048083,-0.0050622,-0.029597,-0.028541,0.00016702
-0.017252,0.017044,-0.022417,-0.057641,0.0055959,-0.0078987,0.091213,0.013844,0.015073
0.088907,0.018394,-0.043007,0.20131,0.040913,0.11429,-0.012353,0.10572,-0.028996
-0.0031158,0.043441,0.073577,-0.048909,-0.038425,0.038619,0.019581,0.0098464,-0.0076866
-0.026339,-0.080245,0.015396,-0.015866,-0.034687,-0.031168,-0.10769,-0.017592,0.028657
0.01991,-0.01282,-0.053772,-0.073474,-0.0047982,-0.032924,0.011754,-0.013756,-0.068496
0.026598,0.029427,-0.0020945,-0.011814,-0.031972,0.026664,-0.068087,-0.0021308,0.016582
0.025374,-0.0054104,-0.024763,-0.0015193,-0.072512,-0.0083791,-0.0056036,-0.0027823,0.017813
-0.048461,-0.065894,0.0013745,-0.092747,-0.11388,-0.071679,-0.082419,-0.092332,-0.075182
0.011254,0.041058,-0.0015229,0.018996,0.073673,-0.0078366,-0.0077979,-0.017588,-0.0009408
-0.0066347,-0.093339,-0.072275,-0.048708,-0.039325,-0.0091315,-0.00069879,-0.025685,0.0082678
-0.086211,0.014831,-0.0090981,0.028016,-0.032679,0.0041689,0.022651,-0.09458,0.026018
-0.011805,0.03087,0.051719,0.074326,-0.071031,-0.058147,0.025774,0.052395,0.047561
0.013386,-0.01339,0.020828,0.083149,-0.012661,-0.035481,-0.044481,5.2552e-05,0.084188
-0.065634,0.0031508,0.066823,0.0079856,0.074624,0.10584,0.056307,-0.0081635,0.031145
0.076616,-0.08117,-0.031191,-0.076403,0.034124,0.0085019,-0.027394,0.054872,-0.09886
0.15439,0.06818,0.057768,0.11146,0.156,0.12659,0.072715,0.095425,0.091554
-0.12382,-0.11232,-0.10525,-0.14495,-0.17953,-0.16592,-0.075409,-0.13631,-0.13055
-0.062642,-0.065429,-0.02234,-0.029261,-0.068297,-0.065736,-0.03033,-0.081296,-0.034744
0.14549,0.11386,-0.038805,0.037288,0.1361,-0.026549,0.072875,0.075022,0.0083863
-0.054194,-0.060214,-0.021853,-0.069717,-0.068843,-0.047286,-0.037955,-0.086865,-0.089097
0.032197,0.0055581,-0.074974,0.019573,-0.029194,0.00094544,-0.0062304,-0.037074,0.064389
0.056437,-0.048448,-0.013896,-0.080904,-0.085786,0.043923,0.043539,-0.011108,0.049798
0.07242,-0.049742,0.0079457,-0.0066575,-0.004119,-0.029657,0.015691,-0.0012945,0.070869
-0.022828,-0.030785,0.046994,-0.045504,0.0061297,-0.023712,0.0097561,0.0034402,0.054353
0.15809,0.060074,0.045334,-0.14053,-0.34097,0.019013,0.019705,-0.0077584,0.062891
-0.0073269,0.01954,-0.052866,-0.035299,-0.072798,0.00034657,0.036628,0.0049785,-0.032188
0.10642,0.035617,0.0087582,-0.029247,0.02926,-0.064897,-0.00055927,-0.0095978,0.065119
0.0015988,0.011957,0.010102,-0.0092391,-0.091198,-0.029722,0.064318,-0.032563,0.0068234
0.089113,0.0238,-0.019926,0.065279,0.023435,-0.020046,-0.050806,-0.023354,-0.0090975
0.020752,0.043905,0.015393,0.01553,-0.0060824,0.026261,0.066786,0.0074502,0.037778
0.038699,-0.0045448,0.061094,0.04288,-0.0043182,0.038758,0.03145,0.015171,-0.016623
-0.069236,0.076783,0.0056166,-0.065488,-0.019231,-0.041957,0.062804,0.05293,0.040527
0.023015,-0.013076,0.018593,0.0050125,0.02346,-0.010247,0.0063686,0.045831,0.044614
0.023604,-0.017926,0.017221,-0.018172,-0.04667,0.051937,-0.044938,0.051442,0.02723
-0.019883,0.038731,0.082422,-0.021063,0.0071924,-0.019607,0.02949,0.022148,0.065047
0.080964,0.029124,-0.046088,0.0043153,-0.045226,-0.010465,-0.0046416,0.031997,0.024881
-0.033277,-0.074901,-0.082906,0.019546,-0.039113,0.0051031,-0.030677,-0.076258,-0.081558
0.0047615,-0.034574,-0.023699,-0.024429,0.049036,-0.043755,-0.092273,0.038299,-0.026931
0.054009,-0.018451,0.0093789,-0.0094496,-0.049595,0.018004,-0.025053,-0.031284,0.062197
0.010545,0.00061685,-0.014459,-0.070704,-0.022377,-0.12076,0.0040412,-0.089445,0.096645
-0.0071286,-0.024917,0.031834,0.02491,0.0078474,0.070324,0.028317,0.036551,0.053771
0.049764,-0.011387,0.026853,-0.016693,0.050538,-0.011497,0.061069,0.047646,-0.089673
-0.0017378,0.039811,-0.019586,0.02386,-0.034755,0.036536,-0.064138,0.037102,0.012125
0.033879,0.015506,0.043128,0.018651,0.082807,-0.0099437,0.010291,0.083373,0.075829
